package	severity	classification	document_line	kind	target	resolved	disposition	reason
javascript-deno-guidelines	warning	bundled-reference	guides/07-async-concurrency.md:1114	code span	12-deno/01-runtime-basics.md	javascript-deno-guidelines/guides/12-deno/01-runtime-basics.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/05-type-discipline.md:972	code span	13-biome/02-lint-rules.md	javascript-deno-guidelines/guides/13-biome/02-lint-rules.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/05-type-discipline.md:973	code span	12-deno/01-runtime-basics.md	javascript-deno-guidelines/guides/12-deno/01-runtime-basics.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/01-core-idioms.md:951	code span	12-deno/01-runtime-basics.md	javascript-deno-guidelines/guides/12-deno/01-runtime-basics.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/10-project-structure.md:480	code span	13-biome/01-setup.md	javascript-deno-guidelines/guides/13-biome/01-setup.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/10-project-structure.md:794	code span	12-deno/01-runtime-basics.md	javascript-deno-guidelines/guides/12-deno/01-runtime-basics.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	repo-only/provenance	SKILL.md:370	code span	/**	javascript-deno-guidelines/**	-	repo-only/provenance path requires explicit exception
erlang-guidelines	warning	repo-only/provenance	SKILL.md:28	code span	tools/lint_examples.py	erlang-guidelines/tools/lint_examples.py	-	repo-only/provenance path requires explicit exception
erlang-guidelines	warning	repo-only/provenance	SKILL.md:134	code span	knowledge/erlang/concept-cards/<source-slug>/	erlang-guidelines/knowledge/erlang/concept-cards/<source-slug>	-	repo-only/provenance path requires explicit exception
erlang-guidelines	warning	repo-only/provenance	SKILL.md:136	code span	knowledge/erlang/tools/lint_examples.py	erlang-guidelines/knowledge/erlang/tools/lint_examples.py	-	repo-only/provenance path requires explicit exception
erlang-guidelines	warning	repo-only/provenance	SKILL.md:137	code span	knowledge/erlang/workbench/PLAN.md	erlang-guidelines/knowledge/erlang/workbench/PLAN.md	-	repo-only/provenance path requires explicit exception
erlang-guidelines	warning	repo-only/provenance	SKILL.md:281	code span	tools/lint_examples.py	erlang-guidelines/tools/lint_examples.py	-	repo-only/provenance path requires explicit exception
cobalt-guidelines	warning	example-project path	guides/01-cobalt-static-site-generation.md:742	code span	_data/animals/dogs.yml	cobalt-guidelines/guides/_data/animals/dogs.yml	-	example-like path requires explicit exception
cobalt-guidelines	warning	parser false positive	SKILL.md:7	code span	cobalt-org/cobalt.rs	cobalt-guidelines/cobalt-org/cobalt.rs	-	code span token is not classifiable as a package path
cobalt-guidelines	warning	repo-only/provenance	SKILL.md:105	code span	knowledge/cobalt/sources/html/liquid*/	cobalt-guidelines/knowledge/cobalt/sources/html/liquid*	-	repo-only/provenance path requires explicit exception
cobalt-guidelines	warning	source-clone-reference	SKILL.md:123	code span	concept-cards/cobalt/installation.md	cobalt-guidelines/concept-cards/cobalt/installation.md	-	target exists only in source clone
cobalt-guidelines	warning	repo-only/provenance	SKILL.md:124	code span	concept-cards/cobalt/{page,post,frontmatter,permalink-templates,pretty-urls}.md	cobalt-guidelines/concept-cards/cobalt/{page,post,frontmatter,permalink-templates,pretty-urls}.md	-	repo-only/provenance path requires explicit exception
cobalt-guidelines	warning	repo-only/provenance	SKILL.md:125	code span	concept-cards/cobalt/{liquid-template-language,output-tags,logic-tags,string-filters,array-filters,for-block,if-block,unless-block,case-block,assign-tag,capture-block,include}.md	cobalt-guidelines/concept-cards/cobalt/{liquid-template-language,output-tags,logic-tags,string-filters,array-filters,for-block,if-block,unless-block,case-block,assign-tag,capture-block,include}.md	-	repo-only/provenance path requires explicit exception
cobalt-guidelines	warning	repo-only/provenance	SKILL.md:126	code span	concept-cards/cobalt/{layout,layouts-directory,layout-field,includes-directory,include}.md	cobalt-guidelines/concept-cards/cobalt/{layout,layouts-directory,layout-field,includes-directory,include}.md	-	repo-only/provenance path requires explicit exception
cobalt-guidelines	warning	repo-only/provenance	SKILL.md:127	code span	concept-cards/cobalt/{cobalt-configuration-file,site-options,source-directory,destination-directory,build-options}.md	cobalt-guidelines/concept-cards/cobalt/{cobalt-configuration-file,site-options,source-directory,destination-directory,build-options}.md	-	repo-only/provenance path requires explicit exception
cobalt-guidelines	warning	source-clone-reference	SKILL.md:128	code span	concept-cards/cobalt/rss-feed.md	cobalt-guidelines/concept-cards/cobalt/rss-feed.md	-	target exists only in source clone
cobalt-guidelines	warning	repo-only/provenance	SKILL.md:129	code span	concept-cards/cobalt/{pagination,pagination-include-types,paginator-variable}.md	cobalt-guidelines/concept-cards/cobalt/{pagination,pagination-include-types,paginator-variable}.md	-	repo-only/provenance path requires explicit exception
cobalt-guidelines	warning	repo-only/provenance	SKILL.md:130	code span	concept-cards/cobalt/{syntax-highlighting,sass-scss-support}.md	cobalt-guidelines/concept-cards/cobalt/{syntax-highlighting,sass-scss-support}.md	-	repo-only/provenance path requires explicit exception
cobalt-guidelines	warning	source-clone-reference	SKILL.md:131	code span	concept-cards/cobalt/cobalt-debug.md	cobalt-guidelines/concept-cards/cobalt/cobalt-debug.md	-	target exists only in source clone
cobalt-guidelines	warning	repo-only/provenance	SKILL.md:132	code span	concept-cards/cobalt/{deployment-github-pages,deployment-gitlab-ci,self-hosted-deployment}.md	cobalt-guidelines/concept-cards/cobalt/{deployment-github-pages,deployment-gitlab-ci,self-hosted-deployment}.md	-	repo-only/provenance path requires explicit exception
cobalt-guidelines	warning	repo-only/provenance	SKILL.md:133	code span	concept-cards/cobalt/{cobalt-config-struct,liquid-parser,liquid-template-object,liquid-value-system,objectview-valueview-traits}.md	cobalt-guidelines/concept-cards/cobalt/{cobalt-config-struct,liquid-parser,liquid-template-object,liquid-value-system,objectview-valueview-traits}.md	-	repo-only/provenance path requires explicit exception
cobalt-guidelines	warning	repo-only/provenance	SKILL.md:133	code span	sources/html/liquid*/	cobalt-guidelines/sources/html/liquid*	-	repo-only/provenance path requires explicit exception
cobalt-guidelines	warning	example-project path	SKILL.md:151	code span	_defaults/posts.md	cobalt-guidelines/_defaults/posts.md	-	example-like path requires explicit exception
cobalt-guidelines	warning	repo-only/provenance	SKILL.md:236	code span	sources/html/liquid*/	cobalt-guidelines/sources/html/liquid*	-	repo-only/provenance path requires explicit exception
cobalt-guidelines	warning	source-clone-reference	SKILL.md:489	code span	.github/workflows/pages.yml	cobalt-guidelines/.github/workflows/pages.yml	-	target exists only in source clone
cobalt-guidelines	warning	repo-only/provenance	SKILL.md:558	code span	sources/html/liquid*/	cobalt-guidelines/sources/html/liquid*	-	repo-only/provenance path requires explicit exception
.	warning	source-clone-reference	guides/colour.md:574	inline link	../../	.	-	target resolves only from source-clone context
.	warning	source-clone-reference	guides/colour.md:574	inline link	../../	.	-	target resolves only from source-clone context
.	warning	source-clone-reference	guides/foundations-of-design.md:640	inline link	../../	.	-	target resolves only from source-clone context
.	warning	source-clone-reference	guides/foundations-of-design.md:640	inline link	../../	.	-	target resolves only from source-clone context
.	warning	source-clone-reference	guides/breaking-the-layout-monoculture.md:589	inline link	../../	.	-	target resolves only from source-clone context
.	warning	source-clone-reference	guides/breaking-the-layout-monoculture.md:589	inline link	../../	.	-	target resolves only from source-clone context
.	warning	source-clone-reference	guides/design.md:418	inline link	../../	.	-	target resolves only from source-clone context
.	warning	source-clone-reference	guides/design.md:418	inline link	../../	.	-	target resolves only from source-clone context
.	warning	source-clone-reference	guides/type.md:492	inline link	../../	.	-	target resolves only from source-clone context
.	warning	source-clone-reference	guides/type.md:492	inline link	../../	.	-	target resolves only from source-clone context
.	warning	source-clone-reference	guides/layout.md:983	inline link	../../	.	-	target resolves only from source-clone context
.	warning	source-clone-reference	guides/layout.md:983	inline link	../../	.	-	target resolves only from source-clone context
tailwindcss	warning	repo-only/provenance	guides/reference.md:428	code span	@container/{name}	tailwindcss/guides/@container/{name}	-	repo-only/provenance path requires explicit exception
tailwindcss	warning	repo-only/provenance	guides/reference.md:429	code span	@sm/{name}:	tailwindcss/guides/@sm/{name}:	-	repo-only/provenance path requires explicit exception
tailwindcss	warning	repo-only/provenance	guides/reference.md:437	code span	group/{name}	tailwindcss/guides/group/{name}	-	repo-only/provenance path requires explicit exception
tailwindcss	warning	repo-only/provenance	guides/reference.md:438	code span	group-hover/{name}:	tailwindcss/guides/group-hover/{name}:	-	repo-only/provenance path requires explicit exception
tailwindcss	warning	repo-only/provenance	guides/reference.md:442	code span	peer/{name}	tailwindcss/guides/peer/{name}	-	repo-only/provenance path requires explicit exception
tailwindcss	warning	repo-only/provenance	guides/reference.md:443	code span	peer-checked/{name}:	tailwindcss/guides/peer-checked/{name}:	-	repo-only/provenance path requires explicit exception
